hotelId,relevant,role4
101,0
192,0
223,0
388,1
398,0
462,1
509,0
568,1
570,1
610,1
630,0
658,0
659,0
716,0
767,0
819,0
839,1
858,0
864,0
922,0
930,0
995,0
996,0
1119,0
1128,0
1186,0
1356,1
1357,0
1386,0
1404,0
1500,0
1501,0
1511,0
1556,0
1630,1
1667,0
1680,1
1725,0
1764,0
1770,0
1799,0
1872,0
1927,0
1942,0
1993,1
1996,0
1997,0
2335,0
2465,0
2605,0
2876,0
2877,0
2958,0
4771,0
4778,0
4801,0
4805,1
4819,0
4977,0
5024,0
5041,0
5303,0
5309,0
5385,0
5562,0
5627,0
5729,0
7055,0
7341,0
7342,0
7343,0
7588,0
7599,0
7903,0
8207,0
8290,1
8961,0
9191,0
9518,1
10630,0
10672,0
11039,1
11140,0
11230,0
11275,0
12534,0
14112,0
15812,1
15877,0
17703,0
17743,0
17938,0
17979,0
18166,0
18246,1
18248,1
18270,0
18297,1
18311,0
18312,0
18319,0
18392,0
18476,1
18739,0
18763,0
19718,0
19745,0
20639,0
25302,0
27972,1
28024,1
28466,0
28484,0
28512,0
28570,0
28894,0
29183,0
29184,0
29229,0
29338,0
29381,0
29764,0
30094,0
31557,0
32060,0
38608,1
38649,1
39144,0
39247,0
39495,0
39581,0
40799,0
40956,1
41042,0
41069,0
41615,1
41703,1
41708,0
41851,0
43759,1
44059,0
44938,0
50703,0
50830,0
50921,0
51734,1
52992,0
54491,1
54885,0
56634,0
56758,1
56917,1
56975,1
67160,1
67299,0
67423,0
67905,1
68565,0
68688,1
69217,0
69292,1
70225,0
70358,0
70659,0
70707,0
70749,0
70793,0
70852,0
72086,0
74604,1
74635,0
74688,0
74696,0
76409,0
76496,1
78211,0
79262,0
79313,0
79388,1
80513,0
80619,1
80759,0
80766,0
80873,0
84558,0
104560,0
104598,0
104599,0
104688,0
104824,0
107778,0
107870,1
107898,0
108143,0
108336,0
108341,0
108351,0
108388,0
108411,0
108416,0
108417,0
108652,0
109008,0
109067,1
129429,0
129459,0
129490,0
129672,0
129907,0
129987,0
130043,1
130166,1
130586,0
134922,0
134923,0
135551,0
135973,1
136122,0
136139,1
136288,0
136820,0
136846,0
137085,1
137869,0
138039,0
140859,0
140984,0
141053,0
141356,1
142811,0
142951,0
143324,0
145305,0
145335,0
145444,0
146557,0
146877,0
146928,1
146993,0
147026,0
147101,1
147111,0
147193,1
15878,0
16373,0
